key,tier,displayName,trials,matchedNames,roles,pageStructuralAnchor,confirmedByUniiOrInchikey,reason
K1:DS272D3LHY,3,Resecabtagene autoleucel,2,Resecabtagene autoleucel,otherName,unii:DS272D3LHY,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DS73SAB4FB,3,TPI-1020,2,TPI 1020; TPI-1020,intervention,unii:DS73SAB4FB; inchikey:SYBXBIHWNMPDPT-PBCNJCODSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DSP7A26K25,3,SLC-391,3,SLC-391,intervention,unii:DSP7A26K25; inchikey:JYVSYFGHYFXYBE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DSS3BE2ZXN,3,Tusamitamab ravtansine,7,Tusamitamab ravtansine; Tusamitamab ravtansine (SAR408701); tusamitamab ravtansine,intervention; otherName,unii:DSS3BE2ZXN,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DT9D8Z79ET,2,Polyaminopropyl Biguanide,1,Eyelid cleansing wipes,intervention,unii:DT9D8Z79ET,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DTI67O9503,2,Alglucosidase alfa,35,ALGLUCOSIDASE ALFA; ALGLUCOSIDASE ALFA (MYOZYME); Alglucosidase Alfa; Alglucosidase alfa; Alglucosidase alfa (GZ419829),intervention; otherName; stored,unii:DTI67O9503,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DTW1NJ7IJH,3,Fasedienol,2,Fasedienol Nasal Spray,intervention,unii:DTW1NJ7IJH; inchikey:NYVFCEPOUVGTNP-DYKIIFRCSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DU69T8ZZPA,1,Rifamycin,7,AEMCOLO (Rifamycin SV MMX); Aemcolo; Rifamycin; rifamycin,intervention; otherName,unii:32086GS35Z; inchikey:HJYYPODYNSCCOU-ODRIEIDWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DU963TX85S,3,ZOLACABTAGENE AUTOLEUCEL,8,BMS-986353; CC-97540; CC-97540 (BMS-986353),intervention,unii:DU963TX85S,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DUP6W562BM,1,Sus Scrofa Oral Mucosa,9,HEALTH; Health; Oral Health; health; oral health,intervention; otherName,unii:DUP6W562BM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DVF0PR037D,2,Gepotidacin,23,GSK2140944; GSK2140944 (Multiple dose); GSK2140944 Capsule; GSK2140944 Capsules; GSK2140944 capsule,intervention,unii:5P7X0H2O6B; inchikey:PZFAZQUREQIODZ-LJQANCHMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DVY07ILF1W,2,"1,2-Docosahexanoyl-Sn-Glycero-3-Phosphoserine",2,EnBrace HR,intervention; otherName,unii:DVY07ILF1W; inchikey:RJCZACBLQGCNCW-MCEXTTDUSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DW2NWI3TFN,3,BMS-908662,2,BMS-908662,intervention,unii:DW2NWI3TFN; inchikey:MMNNTJYFHUDSKL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DW4CE8MKS9,3,Avdoralimab,3,Avdoralimab; Avdoralimab (IPH5401); avdoralimab,intervention,unii:DW4CE8MKS9,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DW94IAT0LS,3,GSK-2636771,7,GSK-2636771; GSK2636771,intervention; otherName,unii:DW94IAT0LS; inchikey:XTKLTGBKIDQGQL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DWI62G0P59,3,Sivelestat,17,Sivelestat; Sivelestat sodium; Sivelestat sodium hydrate; Sodium Sivelestat; sivelestat sodium hydrate,intervention,unii:737RR8Y409; inchikey:BTGNGJJLZOIYID-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DX1U2629QE,2,Succimer,7,DMSA; Succimer; succimer,intervention; otherName,unii:494JNQ8L28; inchikey:ACTRVOBWPAIOHC-XIXRPRMCSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DXS4HJC32N,3,Sapablursen,4,IONIS TMPRSS6-Lrx; Sapablursen; sapablursen,intervention,unii:DXS4HJC32N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DY38VHM5OD,2,Sodium Hypochlorite,38,Dakin's solution; Di-Dak-Sol; Hypochlorite Solution; Sodium Hypochlorite; Sodium Hypochlorite Solution,intervention; otherName,unii:DY38VHM5OD; inchikey:SUKJFIGYRHOWBL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DY6W3NQA36,3,PBF-999,3,PBF-999; PBF-999 / 160 mg,intervention,unii:DY6W3NQA36; inchikey:OQCWNHHZPYJHQR-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DZ02S3A31N,3,OT-551,1,OT-551,intervention,unii:DZ02S3A31N; inchikey:ZWEXEKJLDHNLLA-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DZ854I04ZE,2,Japanese Encephalitis Virus Strain Sa 14-14-2 Antigen (FORMALDEHYDE INACTIVATED),11,IXIARO; IXIARO®; Ixiaro,intervention; otherName,unii:DZ854I04ZE,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:DZR1ENT301,2,Ceftazidime Anhydrous,32,Ceftazidime; Ceftazidime Injection; Ceftazidime*; Fortaz; Fortum,intervention; otherName,unii:9M416Z9QNR; inchikey:ORFOPKXBNMVMKC-DWVKKRMSSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E0018IF0K4,3,Amelubant,4,BIIL 284 BS tablet C; BIIL 284 oral solution,intervention,unii:E0018IF0K4; inchikey:SBVYURPQULDJTI-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E00MVC7O57,3,Balicatib,3,AAE581; balicatib (AAE581),intervention,unii:E00MVC7O57; inchikey:LLCRBOWRJOUJAE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E026V904RL,2,LANINAMIVIR OCTANOATE,3,20 mg laninamivir octanoate; 40 mg Laninamivir Octanoate; Laninamivir octanoate,intervention,unii:E026V904RL; inchikey:UKTIJASCFRNWCB-RMIBSVFLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E0B2IZB5H5,3,JNJ-38877618,1,JNJ-38877618,otherName,unii:E0B2IZB5H5; inchikey:KOAWAWHSMVKCON-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E0GG29V0AQ,3,AR-42,6,AR-42,intervention; otherName,unii:E0GG29V0AQ; inchikey:LAMIXXKAWNLXOC-INIZCTEOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E0QN3D755O,3,Lisuride,3,Lisuride; Lisuride (not approved in US),intervention; otherName,unii:E0QN3D755O; inchikey:BKRGVLQUQGGVSM-KBXCAEBGSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E0YF0M8O09,3,Darovasertib,4,Darovasertib,intervention; otherName,unii:E0YF0M8O09; inchikey:XXJXHXJWQSCNPX-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E0YMX3S4JD,3,Saroglitazar,4,Saroglitazar,intervention,unii:E0YMX3S4JD; inchikey:MRWFZSLZNUJVQW-DEOSSOPVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E11P4F3X4S,1,Streptococcus Pneumoniae Type 2 Capsular Polysaccharide Antigen,54,PNEUMOVAX 23; PNEUMOVAX® 23; PNEUMOVAX™ 23; PNEUMOVAX™23; Pneumovax 23,intervention; otherName,unii:E11P4F3X4S,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E18NBG5EEY,3,Polynoxylin,1,Anaflex,otherName,unii:E18NBG5EEY,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E1C0J49GTW,3,ABBV-467,1,ABBV-467,intervention,unii:E1C0J49GTW; inchikey:BOMNURVTAHAEBQ-KWIIHVIGSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E1IO3ICJ9A,3,Tandutinib,6,CT53518; MLN-518 (Tandutinib); Tandutinib; tandutinib,intervention,unii:E1IO3ICJ9A; inchikey:UXXQOJXBIDBUAC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E1M30YOE59,3,Simotaxel,2,MST-997,intervention,unii:E1M30YOE59; inchikey:SLGIWUWTSWJBQE-VLCCYYTCSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E1NC1JVS3O,2,Politef,2,Polytetrafluoroethylene,stored,unii:E1NC1JVS3O,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E1P2TDU69L,3,AG-270,1,AG-270,intervention,unii:E1P2TDU69L; inchikey:HSVRUECLQUGTDS-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E1UOL152H7,1,Iron,105,100mg iron fumarate; Heating Pad; Heating pad; IRON; Iron,intervention; otherName,unii:E1UOL152H7; inchikey:XEEYBQQBJWHFJM-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E211KPY694,1,Abobotulinumtoxina,393,"""Botulinum toxin type A (900 kiloDalton)""; AbobotulinumtoxinA; AbobotulinumtoxinA (ABO); AbobotulinumtoxinA (Azzalure®); AbobotulinumtoxinA (DysportRU®)",intervention; otherName; stored,unii:E211KPY694,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E211KPY694#lanm,1,Daxibotulinumtoxina-Lanm,431,"""Botox""; 25 units botox; AGN-151607; ANT-1207; ANT-1401",intervention; otherName,unii:E211KPY694,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E233J88OHQ,3,Maslinic Acid,1,Maslinic Acid,intervention,unii:E233J88OHQ; inchikey:MDZKJHQSJHYOHJ-LLICELPBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E24GX49LD8,3,BENZIMIDAZOLE,1,Benzimidazole,intervention,unii:E24GX49LD8; inchikey:HYZJCKYKOHLVJF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E2E529W34D,3,RECOMBINANT HUMAN THROMBOPOIETIN,25,Recombinant Human Thrombopoietin; Recombinant Human Thrombopoietin (rHTPO); Recombinant Human Thrombopoietin (rhTPO); Recombinant Human Thrombopoietin Injection; Recombinant human thrombopoietin,intervention; otherName,unii:E2E529W34D,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E2O4O7TQYK,1,Asarum Canadense Root,3125,(3) Control; (G)Control; CONTROL; CONtrol; Capsule Control,intervention; otherName,unii:E2O4O7TQYK,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E35R3G56OV,1,Dexfenfluramine,1,dexfenfluramine,intervention,unii:E35R3G56OV; inchikey:DBGIVFWFUFKIQN-VIFPVBQESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E367I8C7FI,3,Brecanavir,1,GW640385,intervention,unii:E367I8C7FI; inchikey:JORVRJNILJXMMG-OLNQLETPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E3B2GI648A,1,Belatacept,63,Belatacept; Belatacept Injection; Nulojix; Nulojix (Belatacept); belatacept,intervention; otherName,unii:E3B2GI648A,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E3DSH8LL4L,3,Varoglutamstat,2,Varoglutamstat; varoglutamstat,otherName,unii:E3DSH8LL4L; inchikey:XHIKZWOEFZENIX-GOSISDBHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E3K8P4869P,3,Carbutamide,3,carbutamide,otherName,unii:E3K8P4869P; inchikey:VDTNNGKXZGSZIP-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E3VE9L071S,2,Econazole,2,Econazole Nitrate; econazole,intervention; otherName,unii:E3VE9L071S; inchikey:LEZWWPYKPKIXLL-GOSISDBHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E422BH4BRK,3,Zilebesiran,7,ALN-AGT01; Zilebesiran,intervention,unii:E422BH4BRK,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E4768ZY6GM,2,Sodium aurothiomalate,1,Myochrysine,otherName,unii:E4768ZY6GM,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E47C0NF7LV,2,Enoxaparin,293,(Arm Closed) Enoxaparin; 40mg Enoxaparin; Clexane; Clexane (Sodium Enoxaparine); Clexane (enoxaparin),intervention; otherName; stored,unii:E47C0NF7LV,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E47DV78P45,3,BVT.115959,1,BVT.115959,intervention,unii:E47DV78P45; inchikey:AJACDNCVEGIBNA-KQYNXXCUSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E4ET672BAP,3,Budoprutug,6,Budoprutug; budoprutug,intervention,unii:E4ET672BAP,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E4U6Y5R3KZ,3,Rondaptivon pegol,3,BT200,intervention,unii:E4U6Y5R3KZ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E4X5PXM3XS,3,Etivelcabtagene erigedleucel,1,UCART20x22,intervention,unii:E4X5PXM3XS,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E524N2IXA3,3,Ornithine,12,L-Ornithine L-Aspartate; L-ornithine L-Aspartate; L-ornithine L-aspartate; L-ornithine-L-aspartate; l-ornithine l-aspartate,stored,unii:9D6YZ105SN; inchikey:AHLPHDHHMVZTML-BYPYZUCNSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E53VN70K2X,3,APG-1387,1,APG-1387,intervention,unii:E53VN70K2X; inchikey:AKLBERUGKZNEJY-RTEPGWBGSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E569WG6E60,3,Arzoxifene,12,Arzoxifene; LY353381; arzoxifene; arzoxifene hydrochloride,intervention,unii:E569WG6E60; inchikey:MCGDSOGUHLTADD-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E58MLH082P,3,Evocalcet,1,evocalcet,otherName,unii:E58MLH082P; inchikey:RZNUIYPHQFXBAN-XLIONFOSSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E5B8ND5IPE,2,Methohexital,10,"Brevimytal (Hikma, Germany); Methohexital; methohexital",intervention; otherName,unii:60200PNZ7Q; inchikey:NZXKDOXHBHYTKP-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E61Q31EK2F,3,CYPROTERONE,14,"Cyproterone Acetate; Cyproterone Acetate (Androcur, BAY94-8367); Cyproterone acetate; Cyproterone acetate (Androcur); cyproterone acetate",intervention,unii:E61Q31EK2F; inchikey:DUSHUSLJJMDGTE-ZJPMUUANSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E6349B696W,3,Rivogenlecleucel,11,BPX-501; Rivogenlecleucel; rivogenlecleucel,intervention; otherName,unii:E6349B696W,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:E6582LOH6V,2,Fexofenadine,67,"ALLEGRA® 180 mg tablets; Allegra; Allegra® Tablets 180 mg; Fexofenadine; Fexofenadine (25mg, R06AX26 )",intervention; otherName,unii:2S068B75ZU; inchikey:RWTNPBWLLIMQHL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
