key,printed_name,reason,evidence
K1:9G931M6I4G,Betula Alba Juice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9GB215FRJX,Acer Negundo Inner Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9GCJ1L5D1P,Hepatitis B Virus Subtype Adw2 Hbsag Surface Protein Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9H58JRT35E,"Coffea Arabica Seed, Roasted","material, not a medicine",GSRS substance class structurallyDiverse
K1:9HC15X34LX,Quercus Gambelii Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9HDT03PZ0N,Vitex Agnus-Castus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9I1JVD2I03,Campsis Radicans Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9I2BJY2J17,Camellia Sinensis Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9I4XB1GP2B,Xerophyllum Asphodeloides,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9IE620X9FY,Vesigenurtucel-L,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9IGG929A0H,Uncaria Tomentosa Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9IH59MK596,Anemone Nemorosa Extract,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9IH82J936J,Veronica Officinalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9IOA40ANG6,Aspergillus Niger,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9J6GJ0890E,Camponotus Pennsylvanicus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9JHE6G6VCM,Anbalcabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9JS8DS42SV,Calendula Officinalis Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9JW9D9JGHZ,Portulaca Oleracea Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9K50DM06OR,Sangre De Grado,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9K7IG15M0Q,Spirulina,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9K7X6R5BMW,Donor Human Stool Spores (ETHANOL TREATED),"material, not a medicine",GSRS substance class structurallyDiverse
K1:9L0SCP0SKZ,Saururus Chinensis Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9L3TIH1UUE,Arthrospira Platensis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9L5JEP7MES,Panax Ginseng Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9L8AWD2P8K,Astragalus Exscapus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9LYI4RTZ52,Morus Rubra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9M289NKI69,Alchemilla Xanthochlora Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9N1RM2S62C,Rumex Crispus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9N3437ZUU0,Cynara Scolymus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9NS3M2Y78S,Ornithogalum Umbellatum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9P2U39H18W,Bilberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9PLM3OM8VL,Prunus Avium Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9PP1T3TC5U,Lobelia Inflata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9Q24RAI43V,Viola Tricolor,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9R2271TA4J,Bartonella Quintana,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9R828X074Q,Mace,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9R858U917W,Cynanchum Vincetoxicum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9RES347CKG,Lavandin Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9S54D5MCPF,Grindelia Ciliata Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9SD0KQK48K,Polygala Senega Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9T6E6S5L3D,Duboisia Myoporoides Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9UMZ642257,Larix Decidua Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9V5O040S3W,Syringa Vulgaris Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9W2T4OSF98,Streptococcus Pneumoniae Type 19a Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9W34L2CQ9A,Ambrosia Artemisiifolia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9W8ZP67K1Z,Persea Americana Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9WLP0FA6U4,Vincetoxicum Hirundinaria Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9WN2H714TG,Meriones Unguiculatus Skin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9WP2BC3I04,Streptococcus Pneumoniae Type 33f Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9X8XFD5ZQX,Castor Fiber Scent Gland Secretion,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9Y3J3362RY,Sus Scrofa Pancreas,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9Y53ZS6I82,Ustilago Nuda,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9YT4B71U8P,Lavandula Angustifolia Subsp. Angustifolia Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9Z32IEA9F7,Ilex Aquifolium Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9Z8D3HEM8L,Theridion Curassavicum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:9ZUC5NG0RD,Lolium Perenne Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A0TKE4ZO0S,Cinnamomum Camphora Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A0WFQ8P6N1,Festuca Pratensis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A16IX59JOH,Chlamydophila Psittaci,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A195V20H7A,Rice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A19RZC6BEH,Spinacia Oleracea Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A1H626Z207,Juncus Effusus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A1U5YJI0Z8,Maitake,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A1YEE2DB8Z,Bos Taurus Brain,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A32U9VS5U4,Carpinus Betulus Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A389O33LX6,Mentha Piperita Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A41674465B,Streptococcus Oralis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A47JP5ZG9M,Rheum Officinale Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A4FH976KAQ,Lapine S-100 Immune Globulin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A4IWO4DDZ9,Mentha Arvensis Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A4KL1HMZ7T,Zanthoxylum Americanum Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A4O2H9W17Y,Vadacabtagene leraleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A6V4CUE7PV,Hypericum Perforatum Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A6W0J6UO7Q,Gleditsia Sinensis Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A75L5FZ40U,Pearl,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A77056YJ4K,Black Cherry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A77XGP77JN,Chinese Ash,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A7FYY9Q742,Asterias Rubens,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A7IKY24TR7,Avena Sativa Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A7XVZ7S0Y5,Populus Balsamifera Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:A94I086Q5E,Raphanus Sativus Var. Sativus Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AB2NX17POS,Strychnos Nux-Vomica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:ABR4S53CKC,Labafenogene marselecobac,"material, not a medicine",GSRS substance class structurallyDiverse
K1:ABS794681C,Schisandra Chinensis Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AD8LJ73GQF,Larix Decidua Resin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:ADL68M27WD,Human Coxsackievirus B1,"material, not a medicine",GSRS substance class structurallyDiverse
K1:ADR2S9OIF2,Streptococcus Pneumoniae Type 8 Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AEE24M3MQ9,Nutmeg,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AEN1WX7ZGR,Mycoplasma Pneumoniae DNA,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AEQ8NXJ0MB,Ranunculus Bulbosus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AET12U8B74,Viola Odorata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AFM8985FXH,Crosigalcogene omlixparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AFQ8R47WH2,Cuttlefish,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AG9BNA51DQ,Cumin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AGN709ANTJ,Lemon Juice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AGR7COM4FT,Spanish Oregano,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AH099J2PN6,Sequoia Sempervirens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AHW6F0T2X0,Bethroot,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AII1TBU98Q,Lilium Pumilum Bulb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AJ42U9BVW4,Lutadenovec autogene,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AJ4469ZN46,Chinese Cucumber,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AJU5O1A5ZV,Impatiens Glandulifera Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AK7JF626KX,Senna Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:ANT994T71D,Artemisia Vulgaris Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AP97AUF88E,Onopordum Acanthium Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:APR291GFYV,Amoeba Proteus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AQN7K24KQU,Beremagene geperpavec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AR76CST9I2,Plasmodium Malariae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:ARW43087I1,Juglans Regia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AS46741VRA,Gentianella Amarella Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AT1FD041EF,Prunella Vulgaris Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AT33ZFZ5A1,Marsdenia Cundurango Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AUL7Y5Z806,Yersinia Enterocolitica,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AUZ3VD75MC,Fallopia Multiflora Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AV092KU4JH,PEPPERMINT WATER,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AWN2M136UL,Jacaranda Caroba Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AY96EDV46J,Milk Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:AYT02NS64S,Bidens Pilosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B087VK617J,Tabanus Nigrovittatus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B0FRQ940N7,Agaricus Bisporus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B0MD133CE7,Chlorophytum Borivilianum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B0S90M0233,Palm Kernel Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B10M69172N,Fagopyrum Esculentum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B18639969Q,Armoracia Rusticana Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B204P54Z1F,Centaurium Erythraea Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B26WXN5GZJ,Atropa Bella-Donna Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B3G4A96QLY,Drosera Intermedia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B3XJA0OV6T,Sanguinaria Canadensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B423VGH5S9,Apple,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B43R30VP73,Sorghum X Drummondii Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B4R1EZ1R1D,Buckthorn,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B4ULB6ARCO,Anopheles Quadrimaculatus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B55BD1QM4Q,Arrhenatherum Elatius Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B5ME4ZU4BS,Letetresgene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B6642J883V,Agathosma Crenulata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B66F4574UG,Angelica Sinensis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B67NF86HF0,Eupatorium Capillifolium Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B6A98VOI9I,Sus Scrofa Gallbladder,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B6E5W8RQJ4,White Petrolatum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B6L4N5Z4GH,Sars-Cov2,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B71UA545DE,Cynara Scolymus Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B72T6TX3GS,Rilparencel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B755J144H1,Larrea Tridentata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B7MFR79E9D,Javanese Long Pepper,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B7N7BR6M4A,Tezemlimogene daxadenorepvec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B7U2BWH3OT,Petunia Axillaris Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:B86IS274O0,Carthamus Tinctorius Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
