page_a,page_b,why_unresolved,evidence
K1:9NS3M2Y78S,K1:CZD6M4PY4B,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Ornithogalum Umbellatum"", ""b"": ""Ornithogalum Umbellatum Flowering Top"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""ornithogalum umbellatum"", ""name_b"": ""ornithogalum umbellatum flowering top"", ""origin"": ""slug-collision:ornithogalum-umbellatum-flowering-top"", ""unii_a"": ""9NS3M2Y78S"", ""unii_b"": ""CZD6M4PY4B""}"
K1:9RES347CKG,K4:lavandin,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Lavandin Oil"", ""b"": ""Lavandin"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""lavandin oil"", ""name_b"": ""lavandin"", ""origin"": ""suspected-nominal:lavandin"", ""unii_a"": ""9RES347CKG"", ""unii_b"": null}"
K1:9U1VM840SP,K1:O414PZ4LPZ,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Physostigmine"", ""b"": ""Salicylic Acid"", ""inchikey_child"": ""PIJVFDBKTWXHHD-HIFRSBDPSA-N"", ""inchikey_parent"": ""YGSDEFSMJLZEOE-UHFFFAOYSA-N"", ""name_child"": ""physostigmine"", ""name_parent"": ""salicylic acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:9U7D5QH5AE,K1:9XH2P2N8EP,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Lactulose"", ""b"": "".ALPHA.-LACTULOSE"", ""gsrs_relationship"": null, ""inchikey_a"": ""PFCRQPBOOFTZGQ-VZXVHDRGSA-N"", ""inchikey_b"": ""JCQLYHFGKNRPGE-FCVZTGTOSA-N"", ""name_a"": ""lactulose"", ""name_b"": ""alpha lactulose"", ""origin"": ""suspected-nominal:lactulose"", ""unii_a"": ""9U7D5QH5AE"", ""unii_b"": ""9XH2P2N8EP""}"
K1:9W34L2CQ9A,K1:K20Y81ACO3,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Ambrosia Artemisiifolia"", ""b"": ""Ambrosia Artemisiifolia Pollen"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""ambrosia artemisiifolia"", ""name_b"": ""ambrosia artemisiifolia pollen"", ""origin"": ""slug-collision:ambrosia-artemisiifolia-pollen"", ""unii_a"": ""9W34L2CQ9A"", ""unii_b"": ""K20Y81ACO3""}"
K1:A0730CX801,K1:PPP8783IQ1,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Technetium Tc-99m Sodium Pertechnetate Generator"", ""b"": ""Technetium TC-99M Pertechnetate"", ""inchikey_child"": ""MKADDTFVKFMZGF-PUQAOBSFSA-N"", ""inchikey_parent"": ""UTQISYNNAQMRBN-RCUQKECRSA-M"", ""name_child"": ""technetium tc 99m sodium pertechnetate generator"", ""name_parent"": ""technetium tc 99m pertechnetate"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:A4028U842W,K1:D60E3WIF5Y,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Fibrinolysin"", ""b"": ""Fibrinolysin (human)"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""fibrinolysin"", ""name_b"": ""fibrinolysin human"", ""origin"": ""suspected-nominal:fibrinolysin"", ""unii_a"": ""A4028U842W"", ""unii_b"": ""D60E3WIF5Y""}"
K1:AB2MK88Y6D,K1:K72T3FS567,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""PIA, (S)-"", ""b"": ""ADENOSINE"", ""gsrs_relationship"": null, ""inchikey_a"": ""RIRGCFBBHQEQQH-KFAHYOAQSA-N"", ""inchikey_b"": ""OIRDTQYFTABQOQ-KQYNXXCUSA-N"", ""name_a"": ""pia"", ""name_b"": ""adenosine"", ""origin"": ""slug-collision:adenosine"", ""unii_a"": ""AB2MK88Y6D"", ""unii_b"": ""K72T3FS567""}"
K1:AQ86ZJ9U98,K4:chromic,"same normalised name; one page holds a structure and the other holds none, so no structural rule applies","{""a"": ""Chromic Phosphate"", ""b"": ""Chromic"", ""inchikey_a"": ""IKZBVTPSNGOVRJ-UHFFFAOYSA-K"", ""inchikey_b"": null, ""normalised"": ""chromic"", ""origin"": ""suspected-nominal:chromic"", ""unii_a"": ""AQ86ZJ9U98"", ""unii_b"": null}"
K1:B22547B95K,K1:XF417D3PSL,a merge chain would join two pages that an exception class keeps separate; the whole chain is held for the second opinion,"{""component"": [""HOLD:existing:anhydrous-citric-acid"", ""HOLD:existing:potassium-citrate"", ""K1:86R1NVR0HW"", ""K1:B22547B95K"", ""K1:EE90ONI6FF"", ""K1:RS7A450LGA"", ""K1:TRI2520XBJ"", ""K1:XF417D3PSL"", ""K1:ZZG3847S6Y""]}"
K1:B7862WZ632,K1:RS7A450LGA,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Potassium Phosphate, Unspecified Form"", ""b"": ""Anhydrous Trisodium Citrate"", ""gsrs_relationship"": null, ""inchikey_a"": ""GNSKLFRGEWLPPA-UHFFFAOYSA-M"", ""inchikey_b"": ""HRXKRNGNAMMEHJ-UHFFFAOYSA-K"", ""name_a"": ""potassium phosphate unspecified form"", ""name_b"": ""anhydrous"", ""origin"": ""suspected-nominal:unspecified form"", ""unii_a"": ""B7862WZ632"", ""unii_b"": ""RS7A450LGA""}"
K1:BGL0JSY5SI,K1:88XHZ13131,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Fumaric Acid"", ""b"": ""Quetiapine"", ""inchikey_child"": ""URKOMYMAXPYINW-UHFFFAOYSA-N"", ""inchikey_parent"": ""VZCYOOQTPOCHFL-OWOJBTEDSA-N"", ""name_child"": ""quetiapine"", ""name_parent"": ""fumaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:BI6GY4U9CW,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:5004UU3156"", ""K1:BI6GY4U9CW""], ""origin"": ""suspected-nominal:danaparoid""}"
K1:BI6GY4U9CW,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:BI6GY4U9CW"", ""K1:5004UU3156""], ""origin"": ""slug-collision:danaparoid""}"
K1:BO9LE4QFZF,K1:X4PT8NAI8E,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Stavudine"", ""b"": ""Stavudine Glucuronide"", ""gsrs_relationship"": null, ""inchikey_a"": ""XNKLLVCARDGLGL-JGVFFNPUSA-N"", ""inchikey_b"": ""OMYGFARMZNCWPN-VPAGTZFPSA-N"", ""name_a"": ""stavudine"", ""name_b"": ""stavudine glucuronide"", ""origin"": ""suspected-nominal:stavudine"", ""unii_a"": ""BO9LE4QFZF"", ""unii_b"": ""X4PT8NAI8E""}"
K1:C02T02993U,K1:YGR27ZW0Y7,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Sodium Sulfide Nonahydrate"", ""b"": ""SODIUM SULFIDE"", ""inchikey_child"": ""ZGHLCBJZQLNUAZ-UHFFFAOYSA-N"", ""inchikey_parent"": ""GRVFOGOEDUUMBP-UHFFFAOYSA-N"", ""name_child"": ""sodium sulfide nonahydrate"", ""name_parent"": ""sodium sulfide"", ""origin"": ""gsrs:target_is_salt"", ""relationship"": ""target_is_parent""}"
K1:C21158IIRK,K1:GW89581OWR,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Hekla Lava"", ""b"": ""Ferrous Cation"", ""inchikey_child"": ""MIRGDKCDFSLACA-UHFFFAOYSA-N"", ""inchikey_parent"": ""CWYNVVGOOAEACU-UHFFFAOYSA-N"", ""name_child"": ""hekla lava"", ""name_parent"": ""ferrous cation"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:C2J9B08Q3I,K1:W2FH8O2BBE,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""CARAWAY OIL"", ""b"": ""Caraway"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""caraway oil"", ""name_b"": ""caraway"", ""origin"": ""suspected-nominal:caraway"", ""unii_a"": ""C2J9B08Q3I"", ""unii_b"": ""W2FH8O2BBE""}"
K1:C5H0QJ6V7F,K1:XJ6RUH0O4G,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Turpentine Oil"", ""b"": ""Turpentine"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""turpentine oil"", ""name_b"": ""turpentine"", ""origin"": ""suspected-nominal:turpentine"", ""unii_a"": ""C5H0QJ6V7F"", ""unii_b"": ""XJ6RUH0O4G""}"
K1:CC9149U2QX,K1:R4R8J0Q44B,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""SODIUM FERRIC GLUCONATE COMPLEX"", ""b"": ""Gluconic Acid"", ""inchikey_child"": ""MQBDAEHWGRMADS-XNHLMZCASA-M"", ""inchikey_parent"": ""RGHNJXZEOKUKBD-SQOUGZDYSA-N"", ""name_child"": ""sodium ferric gluconate complex"", ""name_parent"": ""gluconic acid"", ""origin"": ""gsrs:target_is_salt"", ""relationship"": ""target_is_parent""}"
K1:CLH5FT6412,K1:91O4LML611,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Ferric Cation"", ""b"": ""Ferumoxytol NON-STOICHIOMETRIC Magnetite"", ""inchikey_child"": ""WTFXARWRTYJXII-UHFFFAOYSA-N"", ""inchikey_parent"": ""VTLYFUHAOXGGBS-UHFFFAOYSA-N"", ""name_child"": ""ferumoxytol non stoichiometric magnetite"", ""name_parent"": ""ferric cation"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:CLH5FT6412,K1:GW89581OWR,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Ferumoxytol NON-STOICHIOMETRIC Magnetite"", ""b"": ""Ferrous Cation"", ""inchikey_child"": ""WTFXARWRTYJXII-UHFFFAOYSA-N"", ""inchikey_parent"": ""CWYNVVGOOAEACU-UHFFFAOYSA-N"", ""name_child"": ""ferumoxytol non stoichiometric magnetite"", ""name_parent"": ""ferrous cation"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:CQ2F5O6YIY,K2:QCYLIQBVLZBPNK-WRRJDLEGSA-N,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Madecassoside"", ""b"": ""ASIATICOSIDE A"", ""gsrs_relationship"": null, ""inchikey_a"": ""BNMGUJRJUUDLHW-HCZMHFOYSA-N"", ""inchikey_b"": ""QCYLIQBVLZBPNK-WRRJDLEGSA-N"", ""name_a"": ""madecassoside"", ""name_b"": ""asiaticoside a"", ""origin"": ""unii:CQ2F5O6YIY"", ""unii_a"": ""CQ2F5O6YIY"", ""unii_b"": ""CQ2F5O6YIY""}"
K1:D888C394VO,K1:NVG71ZZ7P0,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Mcpa"", ""b"": ""Sodium Acetate Anhydrous"", ""gsrs_relationship"": null, ""inchikey_a"": ""WHKUVVPPKQRRBV-UHFFFAOYSA-N"", ""inchikey_b"": ""VMHLLURERBWHNL-UHFFFAOYSA-M"", ""name_a"": ""mcpa"", ""name_b"": ""sodium"", ""origin"": ""slug-collision:mcpa"", ""unii_a"": ""D888C394VO"", ""unii_b"": ""NVG71ZZ7P0""}"
K1:DL2R53P963,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:XW0E5YS77G"", ""K1:DL2R53P963""], ""origin"": ""suspected-nominal:colistimethate""}"
K1:DSV74G1P2J,K1:WQZ3G9PF0H,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Atropa Belladonna Whole"", ""b"": ""Atropa Belladonna"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""atropa belladonna whole"", ""name_b"": ""atropa belladonna"", ""origin"": ""suspected-nominal:atropa belladonna"", ""unii_a"": ""DSV74G1P2J"", ""unii_b"": ""WQZ3G9PF0H""}"
K1:DY38VHM5OD,K1:712K4CDC10,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Hypochlorous Acid"", ""b"": ""Sodium Hypochlorite"", ""inchikey_child"": ""SUKJFIGYRHOWBL-UHFFFAOYSA-N"", ""inchikey_parent"": ""QWPPOHNGKGFGJK-UHFFFAOYSA-N"", ""name_child"": ""sodium hypochlorite"", ""name_parent"": ""hypochlorous acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:E47C0NF7LV,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:E47C0NF7LV"", ""K1:8NZ41MIK1O""], ""origin"": ""suspected-nominal:enoxaparin""}"
K1:E4T8TU3LE8,K1:Y0C99N5TMZ,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Chromic Sulfate Pentadecahydrate"", ""b"": ""Chromic Sulfate"", ""inchikey_child"": ""BWSOELSKLHYQRA-UHFFFAOYSA-H"", ""inchikey_parent"": ""GRWVQDDAKZFPFI-UHFFFAOYSA-H"", ""name_child"": ""chromic sulfate pentadecahydrate"", ""name_parent"": ""chromic"", ""origin"": ""gsrs:target_is_salt"", ""relationship"": ""target_is_parent""}"
K1:E65RW73PHS,K1:5WBR90FN3H,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Fosveset"", ""b"": ""Gadofosveset"", ""inchikey_child"": ""ZSDLYSDDELEVDD-UFTMZEDQSA-K"", ""inchikey_parent"": ""NZLPWFTXPYJYSS-AREMUKBSSA-N"", ""name_child"": ""gadofosveset"", ""name_parent"": ""fosveset"", ""origin"": ""gsrs:target_is_salt"", ""relationship"": ""target_is_salt""}"
K1:EDN2NBH5SS,K1:W4888I119H,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Levosalbutamol"", ""b"": ""TARTARIC ACID"", ""inchikey_child"": ""NDAUXUAQIAJITI-LBPRGKRZSA-N"", ""inchikey_parent"": ""FEWJPZIEWOKRBE-JCYAYHJZSA-N"", ""name_child"": ""levosalbutamol"", ""name_parent"": ""tartaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:EE90ONI6FF,,"two pages collide on a display name and nothing recorded for them - substance class, primary target, stereo descriptor, UNII or structure - tells one from the other","{""displayName"": ""POTASSIUM CITRATE"", ""normalised"": ""potassium""}"
K1:EE92BBP03H,K1:J3TZF807X5,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Diltiazem"", ""b"": ""Malic Acid"", ""inchikey_child"": ""HSUGRBWQSSZJOP-RTWAWAEBSA-N"", ""inchikey_parent"": ""BJEPYKJPYRNKOW-REOHCLBHSA-N"", ""name_child"": ""diltiazem"", ""name_parent"": ""malic acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:EEO29FZT86,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:JQ72VD4XUL"", ""K1:EEO29FZT86""], ""origin"": ""suspected-nominal:padeliporfin""}"
K1:ER29L26N1X,K1:88XHZ13131,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Fumaric Acid"", ""b"": ""Cobimetinib"", ""inchikey_child"": ""BSMCAPRUBJMWDF-KRWDZBQOSA-N"", ""inchikey_parent"": ""VZCYOOQTPOCHFL-OWOJBTEDSA-N"", ""name_child"": ""cobimetinib"", ""name_parent"": ""fumaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:EUT3557RT5,K2:SGEIEGAXKLMUIZ-XUVDNFPMSA-N,a merge chain would join two pages that an exception class keeps separate; the whole chain is held for the second opinion,"{""component"": [""HOLD:existing:arimoclomol"", ""K1:EUT3557RT5"", ""K2:SGEIEGAXKLMUIZ-XUVDNFPMSA-N""]}"
K1:F1T8QT9U8B,K1:UD4O8TY7RW,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Digitalis"", ""b"": ""Digitalis Purpurea Whole"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""digitalis"", ""name_b"": ""digitalis purpurea whole"", ""origin"": ""slug-collision:digitalis-purpurea-whole"", ""unii_a"": ""F1T8QT9U8B"", ""unii_b"": ""UD4O8TY7RW""}"
K1:F59P8B75R4,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:914032762Y"", ""K1:F59P8B75R4""], ""origin"": ""suspected-nominal:pentosan polysulfate""}"
K1:F59P8B75R4,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:F59P8B75R4"", ""K1:914032762Y""], ""origin"": ""slug-collision:pentosan-polysulfate""}"
K1:F5Y53150C8,K1:W4888I119H,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Budiodarone"", ""b"": ""TARTARIC ACID"", ""inchikey_child"": ""ZXOSVKYCXLTVGS-KRWDZBQOSA-N"", ""inchikey_parent"": ""FEWJPZIEWOKRBE-JCYAYHJZSA-N"", ""name_child"": ""budiodarone"", ""name_parent"": ""tartaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:F79059A38U,K1:069647RPT5,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Antimony Cation (3+)"", ""b"": ""Antimony Trisulfide"", ""inchikey_child"": ""NVWBARWTDVQPJD-UHFFFAOYSA-N"", ""inchikey_parent"": ""FAWGZAFXDJGWBB-UHFFFAOYSA-N"", ""name_child"": ""antimony trisulfide"", ""name_parent"": ""antimony cation 3"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:F8PO54Z4V7,K1:F9S9FFU82N,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Squalamine"", ""b"": ""Lactic Acid"", ""inchikey_child"": ""UIRKNQLZZXALBI-MSVGPLKSSA-N"", ""inchikey_parent"": ""JVTAAEKCZFNVCJ-REOHCLBHSA-N"", ""name_child"": ""squalamine"", ""name_parent"": ""lactic acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:F8XAG1755S,K1:PB618V0K2W,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Borage Oil"", ""b"": ""Borage"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""borage oil"", ""name_b"": ""borage"", ""origin"": ""suspected-nominal:borage"", ""unii_a"": ""F8XAG1755S"", ""unii_b"": ""PB618V0K2W""}"
K1:F91H02EBWT,K1:W4888I119H,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Arformoterol"", ""b"": ""TARTARIC ACID"", ""inchikey_child"": ""BPZSYCZIITTYBL-YJYMSZOUSA-N"", ""inchikey_parent"": ""FEWJPZIEWOKRBE-JCYAYHJZSA-N"", ""name_child"": ""arformoterol"", ""name_parent"": ""tartaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:FI8B4CLS9I,K1:G6W4F0V8Z3,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Datura Stramonium Whole"", ""b"": ""Datura Stramonium"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""datura stramonium whole"", ""name_b"": ""datura stramonium"", ""origin"": ""suspected-nominal:datura stramonium"", ""unii_a"": ""FI8B4CLS9I"", ""unii_b"": ""G6W4F0V8Z3""}"
K1:G23AP190YS,K1:W4888I119H,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Afegostat"", ""b"": ""TARTARIC ACID"", ""inchikey_child"": ""QPYJXFZUIJOGNX-HSUXUTPPSA-N"", ""inchikey_parent"": ""FEWJPZIEWOKRBE-JCYAYHJZSA-N"", ""name_child"": ""afegostat"", ""name_parent"": ""tartaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:G43C57162K,K1:VIF565UC2G,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Melaleuca Alternifolia Leaf"", ""b"": ""Melaleuca Alternifolia Leaf Oil"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""melaleuca alternifolia leaf"", ""name_b"": ""melaleuca alternifolia leaf oil"", ""origin"": ""suspected-nominal:melaleuca alternifolia leaf"", ""unii_a"": ""G43C57162K"", ""unii_b"": ""VIF565UC2G""}"
